id,name,category,quantity,packageSize,packageUnit
"b7f6d7bf-0dcc-410e-9ec3-ec1cd38524a0","100% Unfiltered Juice From Concentrate","beverages","","",""
"b9eecdd7-9850-430f-9e3e-6898e94f749e","Apples & cinnamon instant oatmeal","breakfast","","",""
"ba9ea598-cd99-489e-b849-adb757e1c583","Essenhaus Amish egg noodles","pasta","","",""
"bc8e3965-2ec3-46af-a96b-82335cfa44f5","Egg Noodle","pasta","","",""
"bd589d25-247e-4b3f-813c-0ed2f3c2987c","Coconut Water Original","beverages","","",""
"bdb71301-f494-47bf-88e8-a27bbb11e990","Blueberry Muffin","grains","","",""
"c14eb580-2a00-44c5-9f69-b12f54a91fc6","1% lowfat milk","dairy","","",""
"c382a447-7b0f-4d1d-bbde-900d069cab31","Nouilles de riz","pasta","","",""
"c3d09725-84a6-4500-a3e9-e580320a3b86","Cranberry juice cocktail","beverages","","",""
"c4526c88-62cb-4ec4-98e9-0f5ed636b5e6","Montebello stone wall kitchen spaghetti","pasta","","",""
"c45f98f4-fd76-4ca6-8e3a-94fc6e95aa16","Mango Pineapple & Passion Fruit Smoothie","beverages","","",""
"c47455a3-8ca3-47b0-8b7e-8e33941d9072","Real coconut water","beverages","","",""
"c556b4ea-d4a4-46ea-ad39-7daaffeea40f","Large Ripe Avocado","fruit","","",""
"c5f6ce43-f6b8-4d7c-beea-e33cd00cab87","Brown Sugar Bourbon Seasoned Smoked Sausage","meat","","",""
"c6066714-d1d9-4393-abc6-69876a215a46","Kroger, smokehouse jerky, beef, sweet & spicy","meat","","",""
"c8996b2c-bec5-4706-a16a-85ccdafa3e94","BEEF JERKY ORIGINAL","meat","","",""
"c8a6f1b1-39a6-45f5-85b7-b9b04b51c950","Chocolate Almondmilk, Single Serves","dairy-alternatives","","",""
"c8f754c0-3614-426e-92ec-995c8bd35100","Fully cooked traditional bacon","meat","","",""
"c9414ebb-cb08-4589-bf78-48d55e1b6d57","Mixed Nuts","legumes","","",""
"c96e7752-bf93-4956-850c-9fd14c089746","Pumpkin spice latte iced espresso beverage, pumpkin spice latte","dairy","","",""
"c9bb2453-4881-47ee-9ecb-dc1dde8e74e2","6 thick cut back bacon rashers","meat","","",""
"ca27968b-a0b1-424f-b6b7-fc58fa0200d5","Creamette Wide Egg Noodles","pasta","","",""
"ca7a8f9d-ce08-4263-ad92-248e2094afd4","Just strawberries","fruit","","",""
"cb669baa-4624-403f-9e35-40b06f60e4ee","Beef jerky meat snacks, peppered","meat","","",""
"cd45ab90-ebd1-4880-9007-e179e4400ef1","Hazelnut Non-Dairy Coffee Creamer","dairy-alternatives","","",""
"cdd0e662-7f2c-43b7-a982-ed227cbc6a1b","Kroger, lactose free 2% reduced fat milk","dairy","","",""
"cdefcadb-72b5-406b-bfec-a73c97b42098","vitamin D milk","dairy","","",""
"ce5895e5-8a4e-4acc-89c7-bdeb22c6e7a4","French Vanilla Non-Dairy Coffee Creamer","dairy-alternatives","","",""
"cf1bd590-52cc-43b9-8184-392695bbf690","Italian Sweet Cream Non-Dairy Coffee Creamer","dairy-alternatives","","",""
"cf87dcee-bf95-429d-8f7a-5dead3c03714","Coffee Creamer","dairy-alternatives","","",""
"d008ff4b-5811-444d-a36a-3304fa88af17","Hot pork sausage roll","meat","","",""
"d0375bba-0999-4072-91e7-3feb14e4437b","GO Lean Original Cereal","grains","","",""
"d0935e97-f4fa-419a-a5da-7c4209d4fc08","Petite diced tomatoes with green chilies","vegetables","","",""
"d149eb90-79cb-4e70-8958-a2d5347e394e","No sugar added prune juice","beverages","","",""
"d31f8605-58fe-44fc-994a-4843b09cce30","Lite Instant Drink Mix, Strawberry, Orange, Banana","beverages","","",""
"d3670adc-d6dd-47a3-a2ff-ca4a0df5442c","Jambonneau à l’os","meat","","",""
"d43679fc-a536-427c-a178-8dd0c8c9ddd1","Coffee Creamer","dairy-alternatives","","",""
"d4a90711-e0c1-425b-a0b9-39887040c883","Unsweet Almond, Shelf Stable","dairy-alternatives","","",""
"d56086a5-7a7a-4a79-b385-03f206c390d4","Caribbean Rhythms Juice, Tropical Mango","beverages","","",""
"d5addf0c-0ce8-4688-9e12-d141d0aea2c5","Unsweetened Vanilla Cashew Milk","dairy-alternatives","","",""
"d5ae6292-dcc8-41d6-a6b5-cc0735fa0177","100% Juice","beverages","","",""
"d5f44884-adff-450b-b73a-24c25624c8d7","Idahoan applewood smoked bacon homestyle casserole","vegetables","","",""
"d73821e7-16ad-46c3-a298-1ce7285ddaad","dr. k","beverages","","",""
"d83a4201-ed83-49f0-b05b-8fd2bfd61145","Lucky Charms","breakfast","","",""
"d87962da-5a08-4444-90f3-eadc4703d7da","Porridge Oats","breakfast","","",""
"da320bc7-cd87-4d7c-b886-360e9819b33e","Tom Yum Noodle Pot","pasta","","",""
"db841093-098a-434d-afa6-13532256beb8","Maple Pancake Granola","breakfast","","",""
"dbb37ec0-7016-4bc7-9057-1a27aa7780fe","Premium Cuts Beef Jerky, Original","meat","","",""
"dbe57842-7295-403a-b735-2266cf75ef4c","Energy, Enhanced Drink Mix With Caffeine, B Vitamins","beverages","","",""
"dc184bdb-3322-477d-bc6a-b6965bb18be8","British Petit Pois","legumes","","",""
"dcd8cdf1-41c9-4c53-a481-a0e2db41c187","AMISH EGG NOODLES","pasta","","",""
"dd6c1215-8426-46df-85f3-42ee7ebbd8ca","Pressed carrot juice","beverages","","",""
"dd8f03b0-2515-4e06-a981-696641a6e7f2","Real coconut water","beverages","","",""
"de894672-6b27-4afd-ab72-83e31bd7ad70","Sugar-Free Caramel Coffee Enhancer","dairy-alternatives","","",""
"dfe09170-6495-4d3c-88ba-3673a50f4fab","Honey oat sliced wide pan bread","bread","","",""
"e09b75b3-ae2c-49b5-9b44-ad9238136a6b","Signature kitchens, corn oil","grains","1 gallon (12.8 FL OZ) 3.78 L","3785.41","ml"
"e0af7622-eb1b-421f-a59b-42f39d7cde6e","CRÈME FRAÎCHE","dairy","","",""
"e17eafb9-29dd-49a8-b354-e21ab7176009","Whipping cream","dairy","","",""
"e224cfa9-5552-46e4-b51f-17c9e0994024","Nutty Oat Half Loaf Full Flavor","bread","","",""
"e26a087a-8fe7-456f-97e7-a4cd857cefdb","Enriched, Thin Spaghetti","pasta","","",""
"e46f582b-32c4-4fd3-aaff-054618e0ed39","Plain bagels","bread","","",""
"e4daf1f6-7208-4feb-88ca-7cb6c49c8bfc","Edensoy Original Soymilk, Organic","dairy-alternatives","","",""
"e5149827-e892-465d-8e0b-b9e6d3beb943","Premium vegetarian beans in rich tomato sauce","legumes","","",""
"e54ad05d-df2e-486e-9b45-43711de15a57","Apple juice","beverages","","",""
"e5df3776-597c-4c44-b557-fc72dd7d2f45","Super Seeded Deli Rolls","bread","4","",""
"e6f37a93-30cd-4da1-8cec-a8300fce29b3","Russet potatoes","potatoes","","",""
"e9dfb266-74ad-4a99-a7af-f6dc4ab31a4e","Scottish Honey Roast Hot Smoked Salmon","fish","","",""
"ea7cc2f8-7341-4004-9889-74b3d8f38d26","Toasted Oats, Honey & Almond","grains","","",""
"eb4f157e-a010-4ac2-82ca-dbf8629ea31a","Coconut Milk","dairy-alternatives","","",""
"eb67fc94-7c93-4416-ba22-938b14c1ff97","Thai Tea","beverages","","",""
"ebc096d4-d746-458c-8c0e-2aa868a53920","Strawberry soda","beverages","","",""
"ebe8359a-5b4b-4f90-a04b-8536353f29be","British ham","meat","","",""
"ec1932fb-0f6b-4eda-bc89-7004246fab79","Squeezable grape jelly","breakfast","","",""
"eda6b214-f022-484f-9919-d42b20c4560a","Smoked Salmon Pate","fish","","",""
"eea8d844-68c3-47a0-8cb1-813b20849753","Maraschino cherries","fruit","","",""
"ef165084-d191-4efc-ae7b-c98739f46c14","100% Juice From Concentrate","beverages","","",""
"f0fe25cf-e35b-49f4-8e81-a852158ed66c","Pho Noodle Pot","pasta","","",""
"f11f5c8d-b56b-460f-8c38-059ff2b254fb","Suzie's, kamut flatbread, sesame","bread","","",""
"f120a168-7704-41d3-926f-4749310dea17","Raisin Bread Cinnamon Swirl","bread","","",""
"f167bb02-c5b1-4c32-af30-98e67481f646","Harina de Maíz","grains","","",""
"f178f934-e7b2-401c-91fd-b8bf5a8f8e75","Hot Links Sausage, Smoke","meat","","",""
"f18e8ff9-3254-478f-b5db-5d1a553152df","Whole grain white bread","bread","","",""
"f1f947f9-d95e-4f08-bf51-12b3a6802b13","Coconut Milk","dairy-alternatives","","",""
"f26e3459-1e2d-40d7-8aa1-6fa3c1786970","Pulpe d'ananas","fruit","","",""
"f28ac3f0-1170-4b76-81b2-444e0501e62c","Pain de mie sans gluten","bread","","",""
"f2ac108b-5035-40db-8296-ff149eb852a5","PETITE DICED","vegetables","","",""
"f39aee69-c696-47d9-9a2b-7c3d419c0dd9","Green lima beans","legumes","","",""
"f583ff0d-d5a0-493f-9c6a-cb88762a4348","Salsa con Queso Cheese Dip","dairy","","",""
"f5be7836-0392-4014-aa54-7f6971f97fbe","Ultra-Pasteurized Homogenized Half & Half","dairy","","",""
"f87db87a-afdd-49f9-ab0f-e173f72cff8d","Tri-bean blend","legumes","","",""
"f9a80174-1855-4cd7-89cf-627bca38eb18","Shelf Stable Almondmilk Vanilla","dairy-alternatives","","",""
"fa579b93-175f-4136-ae55-ed431559f8ea","Uncured Pepperoni","meat","","",""
"faaff3bd-6b5b-4708-a49c-5545cec37cd4","Victoria plum and bergamot yogurt","dairy","","",""
"fab0062e-e93c-4d2b-81b2-5ffa66296d62","Whole Grain Wheat Bread","bread","","",""
"fb8ade41-3d2f-4c78-a7b7-b38cef7d86ea","Enriched Macaroni Product, Lasagna","pasta","","",""
"fbecba68-85ec-429d-bc84-db452dd51cd2","Tortis tricolores aux légumes du soleil","meat","330 ml","330","ml"
"fde14611-7109-486f-a58d-85f63b16051e","White Cheddar Rice Cakes","grains","","",""
"fe600488-78c8-448b-a69a-df136f23abfa","Pasta para sopa de fideos instantáneos sabor pollo","pasta","","",""
"fe9056a8-d281-4370-98f5-2e70c484d2e8","British whole cucumber","vegetables","","",""
"feb908bd-1d84-4166-9383-47cfa9bfa6ad","Wholewheat biscuits","breakfast","","",""
